chr	start	end
1	12006200	12007199
1	12094000	12094799
1	14923200	14936999
1	14946400	14949799
1	14950400	14955399
1	16974000	16975199
1	19471600	19472799
1	19670800	19672599
1	19740000	19740799
1	20205800	20206199
1	20619800	20621199
1	20635800	20636999
1	22871800	22872999
1	22962200	22962799
1	23035000	23036399
1	23058400	23059399
1	23060000	23061999
1	24839600	24846799
1	25013000	25027399
1	30636600	30637399
1	32439600	32448599
1	32452600	32454599
1	32455400	32466799
1	32513600	32518399
1	32848000	32851199
1	32936600	32962999
1	33131800	33133199
1	33147800	33153199
1	33510400	33536399
1	33585800	33612399
1	33613000	33619799
1	33662000	33665799
1	33699400	33701199
1	33783600	33785399
1	33794800	33796199
1	33831400	33834599
1	34016800	34017799
1	34026200	34029799
1	34083800	34085599
1	34426800	34427599
1	34483400	34484599
1	34512800	34514799
1	34575400	34578799
1	34601000	34602199
1	34629200	34630599
1	34690600	34694399
1	34843800	34845599
1	35535200	35536399
1	35607600	35609599
1	35637800	35639199
1	35891200	35897199
1	35920200	35921999
1	35929600	35931399
1	35950600	35956599
1	36034000	36034599
1	36553000	36558399
1	36566000	36577999
1	36594000	36595399
1	36649200	36650599
1	36661000	36661999
1	36684400	36686399
1	36721600	36724399
1	36768400	36770199
1	36831200	36832999
1	36895200	36895999
1	36929200	36929999
1	36930800	36932199
1	36952200	36956999
1	36965200	36968599
1	37041400	37045999
1	38710800	38711599
1	38824200	38828199
1	39060600	39065199
1	39072600	39079399
1	39198000	39201799
1	39245600	39248599
1	39257600	39268999
1	39515400	39517999
1	39520000	39521399
1	39586800	39588799
1	40262400	40262799
1	40285800	40288799
1	42908600	42909599
1	42960400	42960999
1	44960000	44962599
1	45377200	45378199
1	47580400	47588799
1	47708600	47710799
1	47731400	47733399
1	47735800	47737199
1	48593600	48597599
1	53977200	53978399
1	53992600	53998399
1	54298000	54301799
1	54322400	54323799
1	54402400	54405999
1	54468400	54469999
1	54593400	54596199
1	54836800	54841399
1	55322400	55326399
1	55333800	55342199
1	56456600	56475199
1	56507600	56513799
1	56539000	56539399
1	56726000	56726799
1	56728200	56729199
1	61845200	61846199
1	65873200	65874999
1	68563400	68563799
1	70066200	70066999
1	70386400	70389199
1	70635800	70636399
1	70737800	70739199
1	72264200	72265199
1	73416000	73417199
1	75633800	75634999
1	76982200	76983799
1	77089800	77090399
1	79303000	79303799
1	80772800	80784399
1	83026400	83027599
1	83046200	83049599
1	84792400	84793199
1	85572800	85579399
1	86826400	86827999
1	86837000	86842999
1	87156400	87159999
1	90826200	90829799
1	92194600	92207799
1	92272000	92276599
1	92277200	92280999
1	92336600	92346799
1	92354000	92361999
1	92362600	92373399
1	92383800	92385599
1	92457000	92460199
1	92867600	92879599
1	92884000	92887799
1	92897600	92898199
1	92910000	92918599
1	92932000	92935199
1	92936200	92942799
1	93022600	93029399
1	93126000	93138599
1	93149600	93154799
1	93224600	93227399
1	93232400	93238999
1	93259600	93271199
1	93307200	93317199
1	93317800	93331199
1	93340800	93342599
1	93343200	93344999
1	93359200	93363399
1	93435400	93442999
1	93458400	93459199
1	93485400	93489199
1	93489800	93498199
1	93532800	93533399
1	93542000	93546399
1	93547400	93557199
1	93569600	93573599
1	93575200	93577599
1	93597800	93602799
1	93603600	93610399
1	93614800	93616399
1	93617400	93622599
1	93623800	93632399
1	93987400	94004399
1	94012400	94024999
1	94030600	94031999
1	94039000	94047399
1	94079400	94082799
1	94083600	94088999
1	94092600	94100399
1	94112800	94114199
1	94115200	94116599
1	94124600	94131199
1	94142800	94147599
1	94148200	94164199
1	94166000	94179199
1	94428600	94430799
1	94436600	94444599
1	95085200	95086999
1	95168400	95169399
1	95297800	95299399
1	95302600	95303399
1	95545200	95545999
1	95555200	95555999
1	95566600	95569599
1	96103400	96106599
1	96227600	96229599
1	96512400	96515399
1	95796200	95797999
1	95811000	95813599
1	95834200	95836199
1	95874800	95877399
1	96101800	96102599
1	96762400	96764799
1	96814000	96814999
1	96853200	96856399
1	96948800	96950799
1	97182800	97184799
1	97285800	97287399
1	97376600	97378999
1	99381400	99388799
1	99878800	99886399
1	104065600	104070799
1	104242000	104251999
1	104292200	104307399
1	104329800	104352199
1	104352800	104361999
1	104367000	104384799
1	104391000	104397199
1	104399600	104404399
1	104409600	104417399
1	104420800	104423399
1	104427600	104431399
1	105025000	105027799
1	106701600	106701999
1	106872200	106878599
1	107912600	107913999
1	108139600	108140399
1	108148400	108149199
1	109664600	109665799
1	118168000	118169399
1	119270800	119272199
1	119706800	119711599
1	119966600	119967999
1	120910600	120911799
1	121018000	121018599
1	121124600	121125399
1	123409400	123409999
1	123467200	123468599
1	123472200	123472999
1	123510200	123511599
1	123525400	123526599
1	123605000	123608199
1	123648600	123650999
1	124277200	124279399
1	126673400	126683399
1	126709600	126714999
1	129499400	129500199
1	129527200	129528999
1	129547200	129547799
1	130360200	130360999
1	130525600	130526599
1	130812000	130812799
1	131106600	131107799
1	131191800	131192399
1	131717600	131719199
1	132557000	132558799
1	132642000	132642599
1	134615800	134620199
1	134628000	134630599
1	134967000	134970399
1	139019600	139020199
1	139250400	139251399
1	146872200	146873799
1	154131800	154134199
1	163525800	163532599
1	171500600	171501199
1	172866000	172866999
1	172974000	172976599
1	173359000	173359599
1	176615800	176626199
1	182623200	182625199
1	182700000	182700599
1	182719800	182721399
1	182774800	182776599
1	182818800	182820799
1	183046000	183047999
1	183115600	183117599
1	183334200	183334999
1	183362000	183364599
1	183368400	183374199
1	183378400	183378799
1	183577200	183577999
1	183635800	183637799
1	183825400	183825799
1	185346600	185348599
1	187935400	187936999
1	187980600	187981599
1	193540400	193541599
1	196307600	196309799
1	196338600	196340199
1	196394600	196398599
1	196439400	196440999
1	196451800	196452799
1	198157600	198159399
1	200299200	200299999
1	200546600	200549799
1	200567200	200573999
1	202188000	202202599
1	202283600	202291199
1	202292000	202299999
1	202337800	202342599
1	202684800	202685799
1	202735800	202737199
1	202819600	202825399
1	202836200	202836999
1	202843000	202850399
1	202853200	202857599
1	203013000	203014599
1	203021400	203024599
1	203144800	203147999
1	203154800	203155999
1	203332000	203334399
1	203351800	203353399
1	203397800	203399399
1	203446000	203453799
1	206580000	206580999
1	208155400	208169599
1	208339600	208340599
1	208388400	208399199
1	208572000	208585399
1	208600200	208602199
1	208761600	208763399
1	208976800	208979199
1	209003200	209008399
1	209074600	209076599
1	209490000	209497199
1	210271600	210276399
1	210293800	210295999
1	210327800	210329599
1	210395600	210397999
1	210399200	210402399
1	210534400	210535599
1	212150000	212160999
1	215056800	215058399
1	215179000	215181199
1	215210600	215213199
1	215329200	215333399
1	215364600	215367399
1	215370800	215376199
1	215419200	215430399
1	218962800	218967599
1	220352400	220354799
1	223645600	223648199
1	223934200	223936599
1	224004600	224006799
1	224077000	224078999
1	224214800	224215199
1	227305600	227305999
1	229164800	229165799
1	229206600	229207799
1	232281800	232284199
1	233774600	233775999
1	234154200	234154999
1	234182200	234184599
1	238703200	238704399
1	238953000	238953999
1	242790600	242795799
1	243949600	243952399
1	244402000	244403999
1	244795200	244797199
1	245025800	245028399
1	245717200	245717799
1	248521400	248522599
1	249008800	249009799
1	249925400	249926399
1	250174000	250176799
1	250308800	250310399
1	250312000	250312999
1	250970200	250971399
1	258423600	258424399
1	258509800	258511799
1	258512400	258514599
1	258530800	258534799
1	261440400	261463199
1	261465400	261475199
1	261475800	261482999
1	262815200	262815999
1	270835400	270836999
1	271755200	271755999
1	271758600	271759799
1	274860200	274861399
1	274897200	274898599
1	275038000	275038999
1	275676600	275678399
1	276003600	276014799
1	277463200	277467199
1	278452200	278454399
1	278988000	278989999
1	279013600	279014599
1	279100200	279102799
1	279149200	279152999
1	281247600	281249199
1	282728600	282729399
2	16032800	16033399
2	16334400	16334799
2	16453600	16454599
2	16696600	16698599
2	16733000	16733999
2	16741200	16742199
2	16933000	16933799
2	16953800	16954199
2	16982800	16983599
2	16986800	16987799
2	19615200	19616999
2	24330400	24333799
2	25346000	25347599
2	25471200	25474399
2	25478200	25478799
2	25515000	25517599
2	25644200	25644799
2	26053200	26059199
2	26097800	26099599
2	26817200	26817999
2	27791000	27792999
2	27801200	27801999
2	28272400	28274399
2	28632800	28662399
2	28663000	28672799
2	28684600	28706599
2	29816800	29820199
2	31836800	31838799
2	31848200	31850199
2	32546600	32547599
2	32711200	32711599
2	34045800	34047799
2	36973200	36974199
2	41537200	41538599
2	41541200	41543199
2	42726800	42728199
2	43633600	43642999
2	43735400	43741999
2	43742600	43744199
2	43774800	43776599
2	43787000	43788799
2	43829600	43833599
2	43859200	43859999
2	49807600	49808999
2	49974600	49976399
2	52045200	52046399
2	52557200	52559399
2	52561600	52575799
2	52702600	52706799
2	52848800	52849799
2	52852200	52873399
2	52893000	52899799
2	52911200	52914599
2	52916600	52917199
2	56271400	56272799
2	59919000	59920599
2	61476400	61476999
2	64583200	64584199
2	64805000	64805799
2	65785800	65786999
2	65894000	65895399
2	66291400	66292199
2	68706200	68707199
2	69694400	69695199
2	70496400	70496799
2	70809000	70809799
2	76409600	76410999
2	77680200	77681999
2	77683200	77688399
2	77699000	77700399
2	77714400	77716999
2	81896600	81897999
2	82261000	82261799
2	82315200	82316999
2	84238000	84240599
2	87061000	87061799
2	87600800	87601999
2	87616800	87617599
2	87621400	87621799
2	87677000	87678599
2	87686800	87687599
2	89592600	89593399
2	89892000	89892799
2	93878000	93879799
2	97368400	97368999
2	97392400	97393399
2	98644200	98644999
2	99185800	99187199
2	100846400	100847799
2	103823600	103824599
2	106526000	106526999
2	112078600	112079999
2	117804000	117805999
2	117952800	117970399
2	119618000	119619399
2	119675600	119678599
2	121488000	121491199
2	121525000	121525999
2	121558600	121559199
2	121620400	121622399
2	121623000	121625199
2	121898200	121899799
2	121945400	121948199
2	122129600	122131199
2	124761800	124763599
2	126370600	126372399
2	126894000	126895199
2	126978800	126980399
2	126989200	126990199
2	127036800	127037799
2	127131400	127132599
2	127237200	127237599
2	127289000	127290799
2	127388800	127390399
2	127398600	127400799
2	127970400	127976599
2	129752200	129752799
2	132791600	132792199
2	133494600	133494999
2	134728200	134728599
2	134882400	134883199
2	134993000	134993399
2	135306600	135307999
2	136619600	136621399
2	139933200	139936999
2	140165400	140166999
2	141254800	141256999
2	141268800	141269799
2	141573000	141575599
2	141621800	141623599
2	141713600	141715399
2	141957600	141960399
2	143380800	143381399
2	143425800	143428599
2	146891000	146893599
2	147234400	147235999
2	148561000	148563399
2	153997800	154001399
2	154008600	154010599
2	156723800	156724399
2	156725600	156726999
2	156749000	156749999
2	156756800	156772799
2	156807000	156808399
2	156813200	156831399
2	156864400	156867199
2	156905000	156906399
2	158431800	158433199
2	158459000	158460799
2	158465600	158467599
2	158856000	158856999
2	158870800	158871999
2	159076600	159077799
2	159417200	159419999
2	159420800	159423199
2	159574200	159574599
2	159590600	159591199
2	159670400	159671599
2	159836400	159839999
2	159885800	159888799
2	160001600	160004599
2	160284000	160296999
2	160457200	160459199
2	160607400	160608599
2	160647400	160647999
2	160702400	160703799
2	160709200	160713399
2	160860200	160860999
2	161826600	161833199
2	161833800	161834999
2	161874800	161876999
2	161958200	161958999
2	161969200	161970399
2	162050400	162053399
2	162106200	162110599
2	162191000	162192599
2	162202600	162204799
2	162312400	162316399
2	162327400	162332799
2	162561600	162562999
2	162612800	162613399
2	162825800	162826799
2	163048400	163053999
2	163107200	163108399
2	163149200	163150999
2	163152800	163153799
2	163227800	163230799
2	163375200	163375799
2	163380200	163380999
2	163617600	163619199
2	171582600	171583399
2	176944800	176946799
2	177651200	177653199
2	177799400	177800399
2	182652600	182653599
2	182700000	182701199
2	183328200	183329999
2	183356800	183361399
2	183365600	183367199
2	183377600	183381199
2	183631400	183635999
2	183979400	183980199
2	183986000	183989599
2	184034800	184039199
2	186763600	186765199
2	190471400	190475199
2	190498600	190499399
2	191967200	191970199
2	192060000	192060399
2	192116400	192117599
2	192416600	192416999
2	192458200	192458399
2	192459400	192459999
2	192843600	192844199
2	193572000	193573799
2	194062800	194063799
2	195516000	195518799
2	196894600	196900599
2	196929200	196930199
2	198372000	198374599
2	199573800	199574399
2	199615600	199616399
2	201018800	201020199
2	201699000	201699599
2	202694400	202695799
2	202698000	202703799
2	204070600	204074999
2	204084200	204085799
2	204125600	204139799
2	206149400	206150799
2	206807600	206810399
2	207702600	207706399
2	207770200	207780799
2	207861600	207862599
2	208706000	208707399
2	210339400	210355799
2	215881400	215882199
2	219040600	219041199
2	220684000	220685199
2	223719600	223721199
2	224647600	224648399
2	225149800	225155199
2	225210000	225213599
2	225955000	225957799
2	226025400	226026199
2	226123600	226124799
2	230409000	230410399
2	230425200	230428399
2	232581800	232583399
2	232689800	232690999
2	232861600	232861999
2	233463800	233465599
2	233539000	233540999
2	233544000	233546199
2	233552200	233557599
2	236035200	236043199
2	236078200	236080799
2	236092000	236093999
2	236131800	236134399
2	237496600	237497199
2	238329400	238330199
2	243289600	243291799
2	243321800	243324199
2	243977800	243978799
2	244011000	244014999
2	245372800	245373799
2	245405200	245406799
2	248112400	248114999
2	248894200	248895199
2	248992000	248993599
2	250364200	250370199
2	251529800	251537199
2	251610400	251615399
2	253763400	253764799
2	253846000	253846799
2	254223000	254225799
2	254299600	254303199
2	254307000	254310799
2	254516200	254519999
2	254695000	254696999
2	254964600	254965399
2	257235800	257236999
2	257272600	257273799
2	258670400	258676399
2	259077800	259078799
2	259163800	259171999
2	262471800	262473399
2	264215000	264216199
14	1498600	1501399
14	1689800	1692199
14	3789800	3792399
14	4464800	4471999
14	4557400	4560199
14	4562800	4566599
14	4677400	4678599
14	5527600	5529999
14	5554200	5557599
14	5607200	5608799
14	6318600	6320199
14	6321000	6323399
14	8006000	8008599
14	8065200	8066199
14	8577000	8578399
14	8583400	8585199
14	8787200	8788799
14	8794600	8795799
14	8842400	8843399
14	8894200	8895599
14	9496000	9500399
14	9513400	9514799
14	9668000	9718199
14	9749600	9756799
14	10114600	10116199
14	10123800	10125599
14	10146200	10147799
14	10222600	10224199
14	10261400	10264999
14	11009200	11012599
14	11013400	11015399
14	11541400	11542999
14	11672400	11675199
14	13477200	13477799
14	13512800	13513999
14	15489600	15491799
14	18185000	18189199
14	19237000	19239199
14	19257000	19259599
14	24238800	24239799
14	28016200	28016799
14	30986200	30987399
14	32669200	32670599
14	34885600	34888599
14	34977200	34977799
14	35543200	35550599
14	35809200	35810199
14	35820400	35824399
14	37008200	37010199
14	41929200	41930199
14	44779200	44779799
14	44781200	44783799
14	44789000	44791199
14	45446400	45450599
14	46287600	46289399
14	46422800	46423399
14	53541800	53542599
14	53641200	53642199
14	53846200	53847399
14	59841400	59844199
14	60411600	60416199
14	61078800	61080199
14	62157200	62158799
14	67679000	67679599
14	67763000	67763999
14	67899800	67900999
14	68540200	68541199
14	68991600	68992199
14	69502600	69510999
14	69635200	69637199
14	71280400	71280999
14	71307800	71308399
14	74276400	74278199
14	74513400	74516799
14	76492400	76493599
14	77621400	77653399
14	77654000	77664199
14	77679400	77690199
14	80637200	80638399
14	80650200	80652399
14	81701400	81705999
14	87078000	87078799
14	87197800	87200199
14	87651400	87652599
14	87665600	87668199
14	87729800	87736399
14	87742000	87749399
14	87803400	87806599
14	87896800	87897799
14	87906600	87907199
14	87910200	87910999
14	88285000	88287799
14	89926600	89927599
14	90038200	90038999
14	90212800	90213199
14	92900000	92901399
14	92925000	92928199
14	94703400	94705199
14	94715600	94716799
14	94723200	94725199
14	94839800	94840799
14	94957600	94959399
14	94979200	94984199
14	95206800	95208799
14	95315800	95317599
14	95319400	95323199
14	95326200	95326399
14	96486800	96487999
14	96633800	96634799
14	98667800	98671799
14	98673800	98675599
14	102689400	102689799
14	102800000	102800599
14	102901400	102903799
14	103462800	103466199
14	103471800	103473999
14	103716400	103719199
14	103803600	103805399
14	103916800	103921199
14	103986400	103992799
14	104678000	104679199
14	104753000	104754199
14	104761400	104765399
14	104996000	105003799
14	105094400	105095599
14	105462600	105463599
14	107263400	107263999
14	109228800	109230599
14	109238800	109242799
14	111418400	111419399
14	111425200	111426399
15	2071200	2072599
15	2126000	2129599
15	2187200	2192799
15	2227000	2233399
15	2307000	2308799
15	5032600	5038399
15	5122000	5123199
15	5123800	5130199
15	6015600	6019999
15	7246400	7247599
15	7309400	7310199
15	7487400	7488599
15	8079400	8082399
15	12688600	12689399
15	12798000	12799799
15	17122200	17125399
15	17268400	17269399
15	17352600	17354999
15	19004000	19005599
15	20258400	20262199
15	20264800	20267999
15	20296400	20299199
15	20332200	20335199
15	20339200	20342399
15	20399000	20401799
15	20539800	20541199
15	22481400	22482199
15	22651200	22652199
15	22735200	22736599
15	22810400	22810599
15	22833400	22835799
15	22837400	22839199
15	22865400	22869199
15	22954200	22956199
15	23408600	23419799
15	24731800	24733799
15	24755400	24757199
15	24758200	24764599
15	24832400	24844199
15	24903000	24905799
15	24908600	24914199
15	25205800	25207399
15	25208000	25212799
15	25523400	25534599
15	26914200	26915999
15	26931200	26933199
15	29002200	29004999
15	29009800	29011599
15	29049200	29051399
15	29097000	29098399
15	29106400	29107199
15	29233400	29233999
15	29268800	29271199
15	29310800	29311799
15	29429200	29430799
15	29442600	29443599
15	29470600	29472599
15	29513600	29514399
15	29529400	29529599
15	29643200	29643999
15	29660400	29661599
15	29662200	29666799
15	29707800	29708399
15	29734400	29735599
15	29770600	29772199
15	29789200	29789599
15	29865400	29865999
15	29985400	29986399
15	29987000	29988799
15	30038800	30042599
15	30079200	30081199
15	30147000	30147799
15	30395400	30395999
15	30557200	30558799
15	30581200	30583199
15	30703000	30705199
15	30867000	30869199
15	30869800	30872599
15	30911600	30912799
15	30913600	30914599
15	31076800	31077399
15	31175800	31177199
15	31396200	31400599
15	31412400	31412999
15	31471400	31472999
15	31480800	31483399
15	31574000	31574999
15	31576200	31577599
15	31582400	31583999
15	31617200	31619399
15	31639200	31639999
15	31653800	31654599
15	31723000	31724199
15	31812000	31814199
15	31903600	31906599
15	32176000	32177399
15	37492600	37493999
15	38033400	38034799
15	38056800	38060799
15	38828600	38833199
15	40459000	40462599
15	42064400	42065999
15	42257600	42258199
15	42274200	42278199
15	42286600	42288199
15	44339600	44342199
15	44343000	44343599
15	44755400	44756399
15	45237800	45239199
15	45256600	45257999
15	46284000	46284599
15	46470000	46475399
15	49661600	49662799
15	49730000	49730599
15	50318800	50319799
15	53145200	53146599
15	53220200	53221799
15	54694400	54694799
15	56031800	56033199
15	56301600	56303599
15	57439600	57442199
15	57457600	57461999
15	58269800	58270599
15	58741400	58742999
15	60679000	60687999
15	60695000	60696199
15	62317800	62320199
15	75415800	75419599
15	76665000	76666799
15	82042800	82043199
15	87621400	87622199
15	87689800	87690999
15	88977800	88978199
15	89055000	89055799
15	89061200	89064399
15	89343800	89346199
15	90732400	90732999
15	91705000	91705599
15	92065000	92065799
15	92088200	92088999
15	95893800	95894199
15	98493000	98493599
15	99739800	99740999
15	100368200	100369199
15	100396400	100397999
15	103452000	103456399
15	103577200	103589599
15	103655400	103657999
