chr	start	end
chr4	135945200	135947199
chr4	139656800	139658599
chr4	145710400	145711999
chr4	145871400	145872999
chr4	146058800	146062599
chr4	146096000	146097399
chr4	146179400	146181799
chr4	146231600	146233199
chr4	146244000	146246599
chr4	146252000	146253599
chr4	146255800	146257599
chr4	146278000	146283799
chr4	146571200	146572399
chr4	146627400	146628599
chr4	146634000	146637599
chr4	146638600	146640999
chr4	146654000	146654799
chr4	147056200	147056999
chr4	147089000	147090599
chr4	147164800	147165799
chr4	147469800	147475599
chr4	147482400	147487199
chr4	148491000	148493199
chr4	149021200	149023399
chr4	149119200	149120999
chr4	149235400	149237199
chr4	149454200	149456199
chr4	151119000	151119999
chr4	151365000	151366999
chr4	151404000	151404799
chr4	151599000	151600399
chr4	154441600	154443199
chr4	155872800	155874399
chr4	155987800	155990199
chr5	15561600	15562399
chr5	18359000	18361799
chr5	21274000	21275399
chr5	21425000	21426999
chr5	24469000	24470999
chr5	24535800	24537999
chr5	25695200	25697599
chr5	30891600	30894599
chr5	35002600	35004799
chr5	36159000	36161999
chr5	36202400	36205999
chr5	36300800	36302599
chr5	36482800	36483599
chr5	36562200	36563399
chr5	38301600	38304799
chr5	41818400	41819799
chr5	43803400	43805199
chr5	44211000	44211599
chr5	52431800	52433799
chr5	52644200	52645799
chr5	65250400	65252199
chr5	65396800	65399599
chr5	66546600	66549599
chr5	74028400	74031199
chr5	74266200	74267999
chr5	75353800	75356599
chr5	76946000	76947999
chr5	91622800	91624199
chr5	94305000	94306999
chr5	94648000	94648999
chr5	94866800	94872399
chr5	95789400	95791799
chr5	103562600	103566599
chr5	104330600	104331999
chr5	106464800	106466399
chr5	108405600	108406999
chr5	110354200	110355599
chr5	110597400	110601199
chr5	110850800	110851999
chr5	111019000	111019399
chr5	111231800	111233799
chr5	111251400	111253199
chr5	111375800	111377399
chr5	113885000	113886799
chr5	114911800	114914199
chr5	118645200	118646799
chr5	118746200	118749999
chr5	123225400	123226999
chr5	123655400	123656799
chr5	124622400	124625199
chr5	124710000	124710599
chr5	125388800	125391199
chr5	129189800	129191399
chr5	130236000	130237399
chr5	131194200	131196399
chr5	136026200	136028199
chr5	136445200	136446599
chr5	136961800	136963999
chr5	139036800	139038399
chr5	139098200	139100599
chr5	139817800	139819999
chr5	140052800	140053999
chr5	140321200	140322999
chr5	140627400	140629799
chr5	140664200	140665999
chr5	142420400	142422999
chr5	142800200	142802199
chr5	142816000	142817399
chr5	143083600	143085199
chr5	145050400	145052599
chr5	148003800	148005799
chr5	148911600	148913799
chr5	149577800	149579199
chr5	151368000	151369799
chr6	3290400	3292799
chr6	29490200	29491799
chr6	29736000	29738199
chr6	30384600	30387599
chr6	31222400	31224599
chr6	31268000	31268999
chr6	31542800	31544199
chr6	31629800	31631599
chr6	32259600	32261999
chr6	33511800	33513799
chr6	38112600	38114199
chr6	39578600	39580199
chr6	40323800	40326599
chr6	42248600	42249599
chr6	43265400	43267199
chr6	52722600	52724799
chr6	65672800	65674999
chr6	66972200	66973399
chr6	71224200	71225599
chr6	71819600	71820999
chr6	73132800	73135799
chr6	83431600	83433599
chr6	84028200	84030399
chr6	85293800	85296399
chr6	86414200	86416599
chr6	86866200	86867999
chr6	86947800	86948999
chr6	88267200	88268799
chr6	90671000	90672399
chr6	91154200	91156399
chr6	91239800	91241199
chr6	91752000	91753599
chr6	92174400	92176399
chr6	97852400	97855199
chr6	99511800	99514799
chr6	108460200	108460599
chr6	108783400	108784399
chr6	112700800	112702799
chr6	113885800	113887399
chr6	114877000	114879199
chr6	116024200	116025599
chr6	119502800	119504599
chr6	119926000	119927399
chr6	120326400	120328399
chr6	120889800	120892199
chr6	120894000	120894999
chr6	131365600	131368199
chr6	146236000	146237599
chr6	146458600	146459799
chr6	146577200	146578199
chr6	146959400	146960799
chr6	148850000	148851799
chr7	3645400	3647799
chr7	12907000	12908799
chr7	12964000	12965199
chr7	15545400	15546599
chr7	22198800	22200399
chr7	25315400	25316999
chr7	28596600	28597599
chr7	28948800	28950399
chr7	30877200	30878799
chr7	34092600	34094399
chr7	45164800	45167199
chr7	45322200	45324199
chr7	46519800	46522399
chr7	49033800	49035199
chr7	49267600	49270199
chr7	49610200	49612399
chr7	56161400	56162999
chr7	58838000	58839199
chr7	59753200	59754599
chr7	59805800	59807199
chr7	66108200	66109799
chr7	66142200	66143799
chr7	73747400	73749799
chr7	74281600	74282799
chr7	74498600	74500599
chr7	74534200	74535999
chr7	75747000	75749999
chr7	75851400	75852399
chr7	82378000	82380199
chr7	82728400	82730399
chr7	89299000	89301199
chr7	96844200	96845799
chr7	98118000	98118999
chr7	99298400	99299999
chr7	99420800	99422799
chr7	99661400	99662999
chr7	102247400	102248999
chr7	107669400	107671399
chr7	112426400	112428599
chr7	120109400	120111599
chr7	123331600	123333999
chr7	132912600	132914199
chr7	133061400	133064799
chr7	133672200	133674199
chr7	138852400	138854399
chr7	140079800	140081999
chr7	140125200	140126199
chr7	141447400	141448999
chr7	141808000	141809799
chr7	142017800	142020399
chr7	142338800	142341399
chr7	143263600	143264999
chr7	143585800	143588399
chr8	3449600	3451799
chr8	11189400	11191799
chr8	13117600	13119799
chr8	20295800	20304999
chr8	25200600	25203199
chr8	34964200	34966199
chr8	36650600	36652399
chr8	40307800	40308999
chr8	48229600	48231599
chr8	57939200	57941199
chr8	61860600	61862599
chr8	70143400	70145199
chr8	70167000	70168399
chr8	70594600	70596399
chr8	72515800	72516399
chr8	73324800	73325999
chr8	77265600	77267199
chr8	88271000	88271599
chr8	89037600	89039999
chr8	92997600	92999999
chr8	94337000	94338999
chr8	104797000	104799799
chr8	106620000	106621999
chr8	109778400	109779799
chr8	110618200	110619999
chr8	110699200	110700399
chr8	110960000	110962399
chr8	111733200	111735199
chr8	121332600	121334999
chr8	122114600	122115999
chr8	122237000	122239599
chr8	122956000	122956999
chr8	123512600	123513799
chr8	124662800	124664599
chr8	126441200	126441799
chr9	7867600	7868399
chr9	7870800	7872199
chr9	13637200	13638999
chr9	20909800	20911999
chr9	22008600	22010399
chr9	24487200	24488799
chr9	27093000	27094599
chr9	32732200	32734199
chr9	35474200	35475799
chr9	37552200	37554599
chr9	40523000	40524799
chr9	41012600	41015199
chr9	43799800	43802199
chr9	44092200	44094799
chr9	45316600	45317999
chr9	48698400	48700799
chr9	53211800	53213399
chr9	53407600	53410399
chr9	54647400	54650599
chr9	58217800	58220599
chr9	62459200	62461399
chr9	62772600	62774799
chr9	63137400	63139599
chr9	63291200	63292799
chr9	63646400	63648799
chr9	64212800	64214799
chr9	67247400	67248999
chr9	70132000	70133999
chr9	75627800	75630199
chr9	77495800	77497399
chr9	90234200	90235799
chr9	94777000	94778599
chr9	96363400	96364799
chr9	98577000	98578799
chr9	101339200	101340799
chr9	102240800	102242199
chr9	104259000	104260599
chr9	104300400	104303599
chr9	106332200	106333599
chr9	108176000	108176599
chr9	108828400	108830599
chr9	108987200	108990199
chr9	109077000	109077799
chr9	110081400	110082999
chr9	110613600	110615199
chr9	110693400	110694999
chr9	110733600	110735799
chr9	110837000	110839599
chr9	114768800	114771199
chr9	115908200	115908999
chr9	117140600	117142199
chr9	118691000	118693599
chr9	123461000	123462199
chr10	3746600	3747599
chr10	5299400	5300999
chr10	21945400	21947399
chr10	40255400	40257799
chr10	42591000	42593199
chr10	42922400	42924199
chr10	43945800	43948199
chr10	59370000	59371799
chr10	60102200	60104999
chr10	60304400	60306999
chr10	60309200	60310199
chr10	62839200	62841399
chr10	69946200	69947999
chr10	74999200	75001199
chr10	77383200	77385599
chr10	78952600	78953999
chr10	79371200	79372999
chr10	80758400	80760999
chr10	83148200	83150399
chr10	86703200	86705199
chr10	88205400	88206599
chr10	90838200	90840199
chr10	93539800	93540599
chr10	116344600	116346599
chr10	121310000	121310999
chr11	3121800	3124599
chr11	3514000	3516199
chr11	6222400	6224999
chr11	16418400	16420799
chr11	22336200	22338199
chr11	22959200	22960799
chr11	29181600	29182999
chr11	32230200	32231999
chr11	35814600	35816999
chr11	36216600	36217799
chr11	43241600	43242599
chr11	43487800	43489999
chr11	46325400	46326999
chr11	49846800	49847999
chr11	50644200	50645399
chr11	51414000	51415799
chr11	51968800	51969999
chr11	53299800	53301399
chr11	53773200	53776199
chr11	58307000	58308399
chr11	58324600	58325399
chr11	58949000	58951799
chr11	59019400	59021399
chr11	59136000	59137999
chr11	59807600	59810599
chr11	60943000	60944599
chr11	61150600	61152999
chr11	64460600	64461399
chr11	66421000	66421199
chr11	68691200	68693399
chr11	68826600	68828199
chr11	69156600	69158599
chr11	69392400	69394199
chr11	69475200	69477799
chr11	70719000	70720999
chr11	72167200	72168999
chr11	72394800	72396399
chr11	77006800	77008799
chr11	78829400	78831399
chr11	79669000	79670799
chr11	79857000	79859199
chr11	80141200	80142599
chr11	81969800	81971999
chr11	83307400	83308599
chr11	84059800	84061599
chr11	84766800	84768599
chr11	86255800	86257399
chr11	88334000	88334999
chr11	88445200	88447799
chr11	88837400	88838799
chr11	88863400	88864999
chr11	94601000	94603199
chr11	95260600	95262799
chr11	97230400	97232599
chr11	98909800	98911199
chr11	101339600	101341399
chr11	106020000	106023399
chr11	106556200	106558399
chr11	107355800	107357999
chr11	107714600	107716399
chr11	107745400	107746999
chr11	108347000	108349399
chr11	116403800	116404999
chr11	117241800	117244599
chr11	117885600	117886999
chr11	118143400	118144799
chr11	119396000	119397199
chr11	119784000	119785799
chr11	120572000	120574199
chr11	120857800	120860399
chr12	3817000	3818399
chr12	8324600	8326399
chr12	8787800	8789999
chr12	9572000	9574199
chr12	16580600	16581599
chr12	17003400	17005999
chr12	21293000	21294799
chr12	29959600	29961599
chr12	30214000	30216399
chr12	33319400	33321199
chr12	34398800	34399599
chr12	52798200	52799799
chr12	54984600	54986799
chr12	57547800	57550199
chr12	70088000	70089399
chr12	71869000	71871199
chr12	76534200	76535999
chr12	80112400	80114399
chr12	81141800	81144199
chr12	82771600	82774799
chr12	83857800	83859599
chr12	84088800	84091599
chr12	84793800	84796799
chr12	87219000	87220799
chr12	98902600	98904799
chr12	99398800	99401199
chr12	100144200	100146399
chr12	100360800	100363399
chr12	103992600	103993599
chr12	104736000	104738199
chr12	110978200	110979799
chr12	111302600	111304799
chr12	111428400	111430399
chr12	111759800	111760999
chr13	9158600	9161799
chr13	12566000	12567399
chr13	15459400	15461599
chr13	20578000	20579799
chr13	33978800	33981399
chr13	35968800	35969799
chr13	36309400	36309999
chr13	37824600	37826199
chr13	43197000	43198599
chr13	43232600	43233999
chr13	45622000	45623999
chr13	46573200	46574799
chr13	51452000	51452599
chr13	54962200	54964599
chr13	55377200	55380999
chr13	55411800	55412599
chr13	55419800	55421999
chr13	55762000	55763799
chr13	60659600	60661399
chr13	63556600	63558599
chr13	64431200	64433199
chr13	70751000	70753799
chr13	73812000	73813199
chr13	75707400	75709399
chr13	93841800	93843399
chr13	95658800	95660199
chr13	101755800	101756599
chr13	112562000	112563999
chr13	113359200	113360599
chr13	117006800	117008599
chr13	119492600	119495399
chr14	3760400	3761599
chr14	6056200	6058199
chr14	6303000	6303599
chr14	7870600	7871399
chr14	8007800	8009399
chr14	9874400	9876399
chr14	20347200	20349199
chr14	22545600	22547399
chr14	25630600	25633799
chr14	25735600	25736999
chr14	26875800	26878199
chr14	27300000	27302599
chr14	27393800	27394799
chr14	29393800	29394999
chr14	42468800	42469999
chr14	43069800	43070799
chr14	43545600	43548199
chr14	55642400	55644599
chr14	59685800	59687799
chr14	62338400	62339599
chr14	63197600	63199799
chr14	63914800	63916199
chr14	64143200	64147199
chr14	65377200	65378599
chr14	65424000	65425399
chr14	66827200	66828599
chr14	67059000	67060999
chr14	69701600	69703599
chr14	70854200	70856599
chr14	76685400	76688799
chr14	77671200	77673599
chr14	118580800	118581799
chr14	118591800	118593799
chr14	118706000	118707599
chr15	7215800	7218199
chr15	25665800	25668599
chr15	31232400	31233799
chr15	34410000	34412199
chr15	53286200	53287799
chr15	55846400	55848199
chr15	57790600	57792199
chr15	58437800	58439999
chr15	58535600	58536199
chr15	58573800	58575799
chr15	58872800	58873999
chr15	66707000	66709199
chr15	66726000	66727199
chr15	72774200	72775599
chr15	73151800	73153599
chr15	75616400	75618399
chr15	76761000	76762399
chr15	77194000	77196199
chr15	78300000	78301599
chr15	78464400	78466199
chr15	79122400	79123599
chr15	79219400	79220999
chr15	79805200	79807799
chr15	80240800	80242199
chr15	80806600	80808399
chr15	81868200	81870799
chr15	83031400	83032999
chr15	83332400	83334399
chr15	83645800	83649199
chr15	84403800	84405999
chr15	85645600	85647999
chr15	86118400	86119999
chr15	86311400	86313599
chr15	86495200	86496799
chr15	91568400	91571599
chr15	93302200	93303999
chr15	95971800	95973799
chr15	97769000	97770999
chr15	99871200	99873399
chr15	100386200	100387799
chr15	103293800	103294599
chr16	4546000	4546799
chr16	10697800	10700399
chr16	10890400	10893799
chr16	10959800	10961799
chr16	10975000	10976599
chr16	11143800	11144399
chr16	11908200	11909399
chr16	14004200	14004799
chr16	18794800	18796199
chr16	21206600	21207999
chr16	33657200	33659199
chr16	35982400	35983799
chr16	37786200	37788599
chr16	42809400	42810799
chr16	57391000	57392999
chr16	85029600	85030799
chr16	85074200	85076599
chr16	87395600	87397999
chr16	87438800	87441399
chr16	92109200	92110999
chr16	93866800	93869799
chr16	95929600	95931999
chr17	5180200	5181799
chr17	5212400	5213799
chr17	5610400	5612199
chr17	5839800	5841999
chr17	5869600	5870999
chr17	5959400	5961999
chr17	6446400	6448199
chr17	6489000	6490199
chr17	6923600	6924799
chr17	8568200	8570199
chr17	8610600	8612199
chr17	13130800	13132199
chr17	14971800	14973799
chr17	15046400	15047799
chr17	15050200	15051799
chr17	24547600	24549599
chr17	25328600	25330799
chr17	25946600	25948599
chr17	26839000	26840399
chr17	27764200	27766799
chr17	29294600	29295999
chr17	30410000	30411999
chr17	31983200	31986199
chr17	34835800	34837799
chr17	35000000	35001599
chr17	44009000	44011399
chr17	47247400	47250199
chr17	47512200	47513599
chr17	56106200	56108599
chr17	56698200	56699399
chr17	57063600	57065199
chr17	57238000	57239199
chr17	63120800	63123799
chr17	63316200	63317599
chr17	64673600	64675999
chr17	66845800	66847399
chr17	67112000	67113199
chr17	71133200	71134799
chr17	72113400	72115799
chr17	72918200	72919599
chr17	73697000	73699599
chr17	74319800	74321799
chr17	84681600	84683599
chr17	85995600	85997399
chr17	86189400	86190999
chr17	86247000	86250199
chr17	86261400	86264199
chr18	4651400	4653199
chr18	4978400	4981199
chr18	10085400	10087799
chr18	11834000	11834999
chr18	12369200	12370999
chr18	25679800	25681199
chr18	31932600	31933999
chr18	34641400	34643399
chr18	34716600	34717599
chr18	35610000	35611799
chr18	38911800	38914199
chr18	42288600	42289799
chr18	46762800	46764999
chr18	53242400	53244999
chr18	58993200	58995199
chr18	60639600	60640599
chr18	64987200	64988999
chr18	67240600	67241599
chr18	69432400	69433399
chr18	73936200	73938399
chr18	75203200	75204199
chr18	75549200	75550999
chr18	76096600	76097999
chr18	76941800	76943599
chr18	80083600	80085799
chr18	84165400	84167799
chr18	84374800	84376199
chr19	4639600	4640599
chr19	5284400	5288799
chr19	5669000	5670999
chr19	6675200	6676599
chr19	7370400	7373199
chr19	10254800	10255999
chr19	10431200	10432599
chr19	10524800	10526999
chr19	12545600	12548399
chr19	21848200	21849799
chr19	22974800	22976599
chr19	25426400	25428599
chr19	28710200	28712999
chr19	28894200	28895599
chr19	34595600	34599199
chr19	38122800	38124199
chr19	44983800	44985999
chr19	46054600	46057199
chr19	46133800	46136399
chr19	46644400	46646199
chr19	47826200	47827399
chr19	53039800	53040999
chr19	55588000	55590199
chr19	56485800	56486999
chr19	57073000	57073799
chr19	57181200	57182799
chr19	57312800	57316199
chr19	58836800	58838399
chr19	61223800	61224599
chrX	4072400	4074799
chrX	10216600	10218199
chrX	73294200	73296199
chrX	98149200	98150799
chrX	99080800	99082399
chrX	101640200	101642399
chrX	134721200	134722599
chrX	150829400	150831799
chrX	155025400	155027199
chrX	169989200	169989799
chrX	169994600	169994999
chrX	170001600	170002399
chrX	170003000	170003599
chr1	36071600	36074599
chr1	38355400	38357799
chr1	43285800	43288199
chr1	52639200	52640999
chr1	57978200	57979199
chr1	58972600	58974199
chr1	69579600	69581799
chr1	73932800	73933999
chr1	74035400	74038199
chr1	74876800	74879399
chr1	75013800	75016399
chr1	75546000	75548799
chr1	87015200	87017199
chr1	87019800	87020999
chr1	87755200	87756599
chr1	88271400	88293199
chr1	89113800	89117199
chr1	89897800	89900399
chr1	92961200	92963599
chr1	93275400	93277399
chr1	93374600	93377199
chr1	93904000	93905599
chr1	106172400	106173999
chr1	119501600	119504399
chr1	119894200	119895999
chr1	131058000	131060399
chr1	134139800	134142199
chr1	134933600	134935799
chr1	135122000	135123399
chr1	135462800	135465599
chr1	152954800	152956999
chr1	153263600	153265799
chr1	153539400	153541799
chr1	154837800	154839999
chr1	156333000	156335199
chr1	172584200	172586599
chr1	179007800	179009599
chr1	188993800	188996199
chr1	191980200	191981999
chr1	192591400	192593199
chr1	194796600	194798399
chr2	5796400	5798199
chr2	18873200	18876599
chr2	25133600	25135199
chr2	25926000	25927999
chr2	26111800	26113199
chr2	27513600	27514799
chr2	33048600	33050599
chr2	37790400	37792199
chr2	60166600	60168799
chr2	69103400	69105199
chr2	73288600	73290399
chr2	83977400	83980399
chr2	90893400	90894799
chr2	105938000	105939599
chr2	112603600	112603999
chr2	119216600	119220199
chr2	121038200	121042399
chr2	132783400	132785399
chr2	144745600	144747999
chr2	146890000	146891399
chr2	147239800	147241799
chr2	154646400	154649399
chr2	155314800	155318199
chr2	156233400	156235399
chr2	156497000	156499199
chr2	158401800	158403399
chr2	158549200	158550999
chr2	163551600	163552799
chr2	167015400	167017399
chr2	170424400	170426399
chr2	172993600	172995199
chr2	174587400	174589599
chr2	174677200	174679599
chr2	174855600	174858799
chr2	179959600	179960999
chr2	181574400	181576399
chr3	9712800	9714599
chr3	15833200	15835999
chr3	30475000	30476199
chr3	52013600	52015799
chr3	82363400	82364599
chr3	85237800	85239399
chr3	85697800	85700599
chr3	87947200	87949999
chr3	89335600	89337999
chr3	95271000	95272999
chr3	98337400	98339399
chr3	101389200	101390599
chr3	101582000	101583599
chr3	104843400	104845599
chr3	105943800	105945999
chr3	152300200	152301599
chr3	152314600	152315199
chr3	153627600	153631399
chr4	3258800	3260799
chr4	40178600	40180599
chr4	43781600	43784999
chr4	44924800	44926799
chr4	45996600	45999199
chr4	46193600	46195199
chr4	46575600	46577399
chr4	47299000	47300599
chr4	63015800	63018199
chr4	82472200	82474999
chr4	86831600	86832599
chr4	101157400	101159599
chr4	106778800	106781599
chr4	107082200	107083999
chr4	108628200	108630599
chr4	118588000	118589599
chr4	123461400	123463399
chr4	123642600	123643799
chr4	126164200	126165599
chr4	129558200	129560399
chr4	129616000	129618399
chr4	130024000	130025999
chr4	133267800	133269999
chr4	133551800	133554199
chr4	134694600	134696199
chr4	136743400	136744799
chr4	136777000	136779399
chr4	136811000	136813199
chr4	137404800	137406999
chr4	137492400	137493999
chr4	138129200	138131999
chr4	139589600	139591399
chr4	140915200	140917799
chr4	141813000	141814199
chr4	142205800	142207599
chr4	143498000	143498999
chr4	145591400	145592799
chr4	145604800	145605599
chr4	145699200	145702799
chr4	146125000	146125799
chr4	146530400	146540199
chr4	146540800	146541599
chr4	146656600	146658199
chr4	146716400	146724799
chr4	146891800	146894199
chr4	147000600	147002399
chr4	147055000	147056199
chr4	147058000	147059199
chr4	147153800	147158199
chr4	147161600	147162799
chr4	147180800	147188799
chr4	147389400	147406199
chr4	147509600	147513599
chr4	147672800	147675999
chr4	147753000	147756399
chr4	147766600	147770199
chr4	147904000	147906399
chr4	148455400	148457399
chr4	149067400	149072199
chr4	150429200	150431199
chr4	151225000	151227199
chr4	151282400	151284399
chr4	151976200	151978199
chr4	154428600	154431599
chr4	155849400	155851599
chr5	3691600	3693999
chr5	3802000	3803599
chr5	9622400	9623399
chr5	19653400	19655599
chr5	28679400	28680199
chr5	30426000	30427199
chr5	30738400	30739999
chr5	30944600	30946399
chr5	32733000	32735399
chr5	35387800	35390999
chr5	35711800	35715199
chr5	37083400	37085599
chr5	44215200	44217999
chr5	45436000	45438599
chr5	77001000	77002999
chr5	89455000	89456599
chr5	93640800	93642399
chr5	94648000	94648999
chr5	95740600	95740999
chr5	107140000	107142199
chr5	110706400	110708599
chr5	112214800	112215799
chr5	112585000	112586799
chr5	113866800	113868799
chr5	114109400	114111599
chr5	114667800	114669999
chr5	115618400	115620199
chr5	116536000	116536999
chr5	118227600	118229799
chr5	118238800	118240999
chr5	121617400	121619199
chr5	124265600	124267399
chr5	125076000	125077599
chr5	125109600	125112399
chr5	129508000	129510199
chr5	134197800	134200599
chr5	134377800	134378999
chr5	135573800	135575599
chr5	135884600	135886199
chr5	139129200	139132599
chr5	141278600	141280999
chr5	143244200	143245799
chr5	148361000	148362599
chr5	149378000	149379199
chr5	150592200	150593999
chr5	151041600	151043399
chr6	22235400	22236799
chr6	30803200	30805599
chr6	34629000	34630199
chr6	35302400	35305399
chr6	38831200	38833399
chr6	46682400	46684399
chr6	47587400	47588999
chr6	48418200	48419399
chr6	53040200	53041399
chr6	54252200	54252999
chr6	55093400	55095399
chr6	58602000	58604799
chr6	71557400	71558599
chr6	73145000	73147599
chr6	83545000	83548399
chr6	84096600	84097999
chr6	86500400	86501599
chr6	89523400	89526199
chr6	91100800	91103599
chr6	91473200	91475799
chr6	99211600	99212799
chr6	116669400	116672399
chr6	119192400	119193799
chr6	119196000	119197399
chr6	125568800	125570599
chr6	126822000	126823399
chr6	127692600	127694999
chr6	127938800	127940799
chr6	134413200	134415799
chr6	145175400	145179199
chr6	147100400	147101999
chr6	148319200	148319999
chr7	6382000	6383599
chr7	15285600	15288399
chr7	15401600	15403999
chr7	19033000	19034399
chr7	20573800	20575199
chr7	27133000	27136799
chr7	34503000	34503999
chr7	34801800	34803599
chr7	38954800	38956799
chr7	43654600	43656399
chr7	44443600	44446599
chr7	44973000	44976199
chr7	44998600	45000599
chr7	45121200	45123799
chr7	45345200	45347599
chr7	45799600	45801399
chr7	74412200	74413799
chr7	78571000	78572199
