Chromosome	 Peak-Start	 Peak-End	 Chromosome	 Gene-Start	 Gene-End	 Gene-ID	 Gene-Name	 Distance-of-Gene-to-Nearest-Peak
1	7075200	7080599	1	7038662	7067270	ENSRNOG00000014902	Stx11	7931
1	7087600	7093799	1	7099315	7102926	ENSRNOG00000014908	Sf3b5	5517
1	7156800	7162599	1	7169107	7172114	ENSRNOG00000036310	AABR07000257.1	6509
1	7251800	7256999	1	7249949	7259535	ENSRNOG00000025587	Plagl1	0
1	7301600	7303199	1	7293527	7324855	ENSRNOG00000042705	Zc2hc1b	0
1	7355000	7356799	1	7354654	7483225	ENSRNOG00000015473	Phactr2	0
1	7369200	7374599	1	7354654	7483225	ENSRNOG00000015473	Phactr2	0
1	7412800	7414199	1	7354654	7483225	ENSRNOG00000015473	Phactr2	0
1	7518800	7519799	1	7354654	7483225	ENSRNOG00000015473	Phactr2	35576
1	7562600	7563999	1	7354654	7483225	ENSRNOG00000015473	Phactr2	79376
1	7603000	7604199	1	7656490	7674183	ENSRNOG00000015551	Fuca2	52292
1	7630600	7640199	1	7656490	7674183	ENSRNOG00000015551	Fuca2	16292
1	7654200	7655399	1	7656490	7674183	ENSRNOG00000015551	Fuca2	1092
1	7791600	7792599	1	7800441	7803838	ENSRNOG00000016624	AABR07000276.1	7843
1	7800600	7801199	1	7800441	7803838	ENSRNOG00000016624	AABR07000276.1	0
1	8400000	8402199	1	8464833	8468491	ENSRNOG00000011399	Rn50_1_0101.1	62635
1	8453800	8454799	1	8464833	8468491	ENSRNOG00000011399	Rn50_1_0101.1	10035
1	8785200	8785599	1	8592575	8753598	ENSRNOG00000011411	Adgrg6	31603
1	9140600	9142799	1	9199484	9202514	ENSRNOG00000059930	SNORA17	56686
1	9720600	9721199	1	9845903	9849953	ENSRNOG00000059032	AABR07000325.1	124705
1	9823800	9824399	1	9845903	9849953	ENSRNOG00000059032	AABR07000325.1	21505
1	9839200	9841599	1	9845903	9849953	ENSRNOG00000059032	AABR07000325.1	4305
1	11646600	11647199	1	11755830	11759668	ENSRNOG00000047193	Olr905	108632
1	11924200	11930999	1	11915037	11918023	ENSRNOG00000052007	pRNA	6178
1	12006200	12007199	1	12004198	12137137	ENSRNOG00000055789	AABR07000411.1	0
1	12094000	12094799	1	12004198	12137137	ENSRNOG00000055789	AABR07000411.1	0
1	12731800	12732999	1	12682524	12760359	ENSRNOG00000056019	AC128394.2	0
1	12769200	12772399	1	12776437	12801203	ENSRNOG00000059861	AC128394.3	4039
1	12842800	12844399	1	12820963	12826286	ENSRNOG00000056940	Cited2	16515
1	12927800	12929599	1	12913334	12962170	ENSRNOG00000060021	Txlnb	0
1	12941600	12945199	1	12913334	12962170	ENSRNOG00000060021	Txlnb	0
1	13126400	13127799	1	13165072	13178276	ENSRNOG00000051450	Abracl	37274
1	13132000	13134399	1	13165072	13178276	ENSRNOG00000051450	Abracl	30674
1	13246200	13247599	1	13209924	13298847	ENSRNOG00000059224	Reps1	0
1	13470800	13476399	1	13383656	13397770	ENSRNOG00000053347	Ccdc28a	73031
1	13509600	13531199	1	13581840	13584824	ENSRNOG00000059393	U6	50642
1	13567400	13574399	1	13581840	13584824	ENSRNOG00000059393	U6	7442
1	13617200	13619199	1	13592895	13705896	ENSRNOG00000060603	Nhsl1	0
1	13629600	13630599	1	13592895	13705896	ENSRNOG00000060603	Nhsl1	0
1	13686000	13687999	1	13592895	13705896	ENSRNOG00000060603	Nhsl1	0
1	13695800	13700999	1	13592895	13705896	ENSRNOG00000060603	Nhsl1	0
1	13714600	13720399	1	13713940	13722229	ENSRNOG00000053735	Hebp2	0
1	13816600	13817399	1	13838207	13917994	ENSRNOG00000011460	Arfgef3	20809
1	14093800	14094599	1	14114648	14119421	ENSRNOG00000025799	RGD1560303	20050
1	14102400	14102799	1	14114648	14119421	ENSRNOG00000025799	RGD1560303	11850
1	14124600	14125999	1	14114648	14119421	ENSRNOG00000025799	RGD1560303	5180
1	14144200	14146599	1	14114648	14119421	ENSRNOG00000025799	RGD1560303	24780
1	14194800	14195599	1	14221993	14237346	ENSRNOG00000011994	Perp	26395
1	14197000	14198799	1	14221993	14237346	ENSRNOG00000011994	Perp	23195
1	14199800	14201199	1	14221993	14237346	ENSRNOG00000011994	Perp	20795
1	14223400	14229799	1	14221993	14237346	ENSRNOG00000011994	Perp	0
1	14360600	14361799	1	14402413	14415207	ENSRNOG00000049517	Tnfaip3	40615
1	14700600	14701799	1	14795366	14800335	ENSRNOG00000012057	Olig3	93568
1	14714000	14716999	1	14795366	14800335	ENSRNOG00000012057	Olig3	78368
1	14739400	14742399	1	14795366	14800335	ENSRNOG00000012057	Olig3	52968
1	14771600	14774999	1	14795366	14800335	ENSRNOG00000012057	Olig3	20368
1	14859400	14861399	1	14795366	14800335	ENSRNOG00000012057	Olig3	59066
1	14913600	14916799	1	14935830	14951281	ENSRNOG00000053291	AABR07000493.1	19032
1	14923200	14936999	1	14935830	14951281	ENSRNOG00000053291	AABR07000493.1	0
1	14946400	14949799	1	14935830	14951281	ENSRNOG00000053291	AABR07000493.1	0
1	14950400	14955399	1	14935830	14951281	ENSRNOG00000053291	AABR07000493.1	0
1	15156600	15158199	1	15177928	15223285	ENSRNOG00000012286	Il20ra	19730
1	15165000	15166799	1	15177928	15223285	ENSRNOG00000012286	Il20ra	11130
1	15167800	15168799	1	15177928	15223285	ENSRNOG00000012286	Il20ra	9130
1	15169400	15171999	1	15177928	15223285	ENSRNOG00000012286	Il20ra	5930
1	15193200	15195599	1	15177928	15223285	ENSRNOG00000012286	Il20ra	0
1	15248000	15249999	1	15244933	15256428	ENSRNOG00000057719	AC136053.1	0
1	15280400	15282399	1	15298026	15304398	ENSRNOG00000012311	Slc35d3	15628
1	15298400	15308799	1	15298026	15304398	ENSRNOG00000012311	Slc35d3	0
1	15415400	15417599	1	15410203	15614246	ENSRNOG00000031700	Map3k5	0
1	15530200	15530399	1	15410203	15614246	ENSRNOG00000031700	Map3k5	0
1	16399000	16400199	1	16387426	16390466	ENSRNOG00000058518	SNORA41	8535
1	16684200	16686199	1	16658942	16690217	ENSRNOG00000055858	Myb	0
1	16686800	16688199	1	16658942	16690217	ENSRNOG00000055858	Myb	0
1	16703200	16704599	1	16658942	16690217	ENSRNOG00000055858	Myb	12984
1	16719000	16720399	1	16658942	16690217	ENSRNOG00000055858	Myb	28784
1	16720800	16721599	1	16658942	16690217	ENSRNOG00000055858	Myb	30584
1	16974000	16975199	1	16967543	16970546	ENSRNOG00000058612	U6	3455
1	18065600	18066599	1	18085552	18088554	ENSRNOG00000047754	AABR07000574.1	18954
1	18079600	18080799	1	18085552	18088554	ENSRNOG00000047754	AABR07000574.1	4754
1	18337600	18338799	1	18351412	18355034	ENSRNOG00000028519	AABR07000581.1	12614
1	18363000	18363599	1	18351412	18355034	ENSRNOG00000028519	AABR07000581.1	7967
1	18441200	18442599	1	18488984	19143769	ENSRNOG00000011134	Lama2	46386
1	18700800	18701999	1	18488984	19143769	ENSRNOG00000011134	Lama2	0
1	18709000	18710199	1	18488984	19143769	ENSRNOG00000011134	Lama2	0
1	19460600	19464199	1	19520708	19524571	ENSRNOG00000030796	AABR07000595.1	56510
1	19471600	19472799	1	19520708	19524571	ENSRNOG00000030796	AABR07000595.1	47910
1	19526200	19526799	1	19520708	19524571	ENSRNOG00000030796	AABR07000595.1	1630
1	19670800	19672599	1	19637606	19642729	ENSRNOG00000051380	AABR07000611.1	28072
1	19740000	19740799	1	19637606	19642729	ENSRNOG00000051380	AABR07000611.1	97272
1	19906600	19908599	1	20020393	20097599	ENSRNOG00000011720	L3mbtl3	111795
1	20117200	20117799	1	20113595	20117013	ENSRNOG00000033517	LOC100360791	188
1	20205800	20206199	1	20237886	20246310	ENSRNOG00000050801	AABR07000629.2	31688
1	20334400	20337999	1	20329576	20412881	ENSRNOG00000047783	Tmem200a	0
1	20373000	20373599	1	20329576	20412881	ENSRNOG00000047783	Tmem200a	0
1	20483400	20484399	1	20416508	20420037	ENSRNOG00000026462	RGD1559962	63364
1	20619800	20621199	1	20735256	20739705	ENSRNOG00000056218	AABR07000639.1	114058
1	20635800	20636999	1	20735256	20739705	ENSRNOG00000056218	AABR07000639.1	98258
1	21317800	21322599	1	21405302	21437288	ENSRNOG00000053999	AABR07071851.2	82704
1	21369000	21371999	1	21405302	21437288	ENSRNOG00000053999	AABR07071851.2	33304
1	21431200	21433799	1	21405302	21437288	ENSRNOG00000053999	AABR07071851.2	0
1	21471800	21473399	1	21435389	21466229	ENSRNOG00000052696	AABR07071851.1	5572
1	21524600	21528799	1	21523021	21538363	ENSRNOG00000013304	Arg1	0
1	21533600	21534999	1	21523021	21538363	ENSRNOG00000013304	Arg1	0
1	21606200	21608199	1	21610748	21684980	ENSRNOG00000013791	Enpp3	2550
1	21610600	21615199	1	21610748	21684980	ENSRNOG00000013791	Enpp3	0
1	21615800	21616799	1	21610748	21684980	ENSRNOG00000013791	Enpp3	0
1	21747600	21748799	1	21745861	21813871	ENSRNOG00000013994	Enpp1	0
1	21750400	21751599	1	21745861	21813871	ENSRNOG00000013994	Enpp1	0
1	21860000	21861999	1	21851160	21857173	ENSRNOG00000015036	Ctgf	2828
1	22084800	22088799	1	22123995	22208905	ENSRNOG00000015321	Moxd1	35197
1	22095400	22096799	1	22123995	22208905	ENSRNOG00000015321	Moxd1	27197
1	22108800	22112399	1	22123995	22208905	ENSRNOG00000015321	Moxd1	11597
1	22430600	22431599	1	22429940	22433906	ENSRNOG00000039872	AC128759.2	0
1	22496800	22498599	1	22486555	22490531	ENSRNOG00000045914	Taar7d	6270
1	22616000	22616999	1	22614283	22627604	ENSRNOG00000016219	Vnn1	0
1	22627800	22631599	1	22614283	22627604	ENSRNOG00000016219	Vnn1	197
1	22871800	22872999	1	22757563	22760589	ENSRNOG00000054517	SNORA33	111212
1	22962200	22962799	1	22757563	22760589	ENSRNOG00000054517	SNORA33	201612
1	23035000	23036399	1	22757563	22760589	ENSRNOG00000054517	SNORA33	274412
1	23058400	23059399	1	22757563	22760589	ENSRNOG00000054517	SNORA33	297812
1	23060000	23061999	1	22757563	22760589	ENSRNOG00000054517	SNORA33	299412
1	23222000	23223599	1	23407008	23610664	ENSRNOG00000016627	Eya4	183410
1	23237400	23240399	1	23407008	23610664	ENSRNOG00000016627	Eya4	166610
1	23655800	23656999	1	23542926	23558641	ENSRNOG00000048248	LOC100910446	97160
1	23779000	23783199	1	23904317	23910066	ENSRNOG00000016700	Tcf21	121119
1	23808600	23810799	1	23904317	23910066	ENSRNOG00000016700	Tcf21	93519
1	23838600	23839799	1	23904317	23910066	ENSRNOG00000016700	Tcf21	64519
1	23864000	23867799	1	23904317	23910066	ENSRNOG00000016700	Tcf21	36519
1	23967600	23969599	1	23975288	24003006	ENSRNOG00000011114	Tbpl1	5690
1	24745400	24747599	1	24735425	24740679	ENSRNOG00000056881	AABR07000723.1	4722
1	24839600	24846799	1	24854407	24860716	ENSRNOG00000058047	AABR07000733.1	7609
1	25013000	25027399	1	24981323	24985006	ENSRNOG00000054246	RGD1562660	27995
1	25029600	25031799	1	24981323	24985006	ENSRNOG00000054246	RGD1562660	44595
1	25233000	25233999	1	25170842	25296637	ENSRNOG00000012122	Clvs2	0
1	25954200	25956199	1	25402891	25841745	ENSRNOG00000012609	Trdn	112456
1	26000600	26001599	1	25402891	25841745	ENSRNOG00000012609	Trdn	158856
1	26518400	26519999	1	25402891	25841745	ENSRNOG00000012609	Trdn	676656
1	26580400	26586999	1	25402891	25841745	ENSRNOG00000012609	Trdn	738656
1	26619800	26620399	1	25402891	25841745	ENSRNOG00000012609	Trdn	778056
1	26702200	26703199	1	27471895	27474901	ENSRNOG00000058582	U6	768697
1	26719000	26720799	1	27471895	27474901	ENSRNOG00000058582	U6	751097
1	26788400	26792399	1	27471895	27474901	ENSRNOG00000058582	U6	679497
1	27093600	27096599	1	27471895	27474901	ENSRNOG00000058582	U6	375297
1	27100600	27101999	1	27471895	27474901	ENSRNOG00000058582	U6	369897
1	27112800	27117599	1	27471895	27474901	ENSRNOG00000058582	U6	354297
1	28203000	28204199	1	28299522	28391337	ENSRNOG00000013323	Rnf217	95324
1	28326600	28328399	1	28299522	28391337	ENSRNOG00000013323	Rnf217	0
1	28355400	28355999	1	28299522	28391337	ENSRNOG00000013323	Rnf217	0
1	28517200	28518199	1	28452566	28577053	ENSRNOG00000021478	Tpd52l1	0
1	28605400	28606999	1	28593561	28596573	ENSRNOG00000041720	5S_rRNA	8828
1	28656200	28658999	1	28593561	28596573	ENSRNOG00000041720	5S_rRNA	59628
1	28749200	28750599	1	28593561	28596573	ENSRNOG00000041720	5S_rRNA	152628
1	29144000	29145599	1	29188792	29202031	ENSRNOG00000013364	Hey2	43194
1	29147600	29151799	1	29188792	29202031	ENSRNOG00000013364	Hey2	36994
1	29630600	29631799	1	29429752	29487973	ENSRNOG00000014240	Trmt11	142628
1	29827800	29828999	1	29913043	29921098	ENSRNOG00000042944	Cenpw	84045
1	29887400	29888599	1	29913043	29921098	ENSRNOG00000042944	Cenpw	24445
1	29915400	29916599	1	29913043	29921098	ENSRNOG00000042944	Cenpw	0
1	30115400	30115999	1	30084837	30087834	ENSRNOG00000050157	AABR07000968.1	27567
1	30143400	30144399	1	30149803	30152846	ENSRNOG00000056383	U4	5405
1	30148800	30149599	1	30149803	30152846	ENSRNOG00000056383	U4	205
1	30636600	30637399	1	30665587	30669153	ENSRNOG00000056484	AABR07000978.1	28189
1	31213800	31214599	1	31260870	31264866	ENSRNOG00000023407	Mrpl36	46272
1	31392600	31393599	1	31407179	31426162	ENSRNOG00000012581	RGD1311933	13581
1	31434800	31437999	1	31434312	31437703	ENSRNOG00000039788	AC094217.1	0
1	31514800	31516199	1	31527146	31530483	ENSRNOG00000039783	Rpl26-ps2	10948
1	31530000	31531999	1	31527146	31530483	ENSRNOG00000039783	Rpl26-ps2	0
1	31639000	31651399	1	31600897	31698829	ENSRNOG00000014721	Ahrr	0
1	31768800	31796999	1	31733827	31779470	ENSRNOG00000015159	Slc9a3	0
1	31821400	31821999	1	31832600	31865128	ENSRNOG00000015465	Cep72	10602
1	31925200	31928199	1	31905564	31938937	ENSRNOG00000039743	Zdhhc11	0
1	31991800	32000799	1	31965578	32013419	ENSRNOG00000015810	Trip13	0
1	32013600	32021599	1	32050794	32053811	ENSRNOG00000045233	5S_rRNA	29196
1	32033000	32033799	1	32050794	32053811	ENSRNOG00000045233	5S_rRNA	16996
1	32043600	32068399	1	32050794	32053811	ENSRNOG00000045233	5S_rRNA	0
1	32069200	32072199	1	32055644	32085377	ENSRNOG00000016103	Nkd2	0
1	32072800	32073999	1	32055644	32085377	ENSRNOG00000016103	Nkd2	0
1	32120600	32122999	1	32086255	32143436	ENSRNOG00000016372	Slc12a7	0
1	32130200	32159799	1	32086255	32143436	ENSRNOG00000016372	Slc12a7	0
1	32198800	32204999	1	32191348	32202877	ENSRNOG00000056712	AC142421.1	0
1	32206000	32207999	1	32197410	32220545	ENSRNOG00000026501	Slc6a19	0
1	32218800	32222999	1	32197410	32220545	ENSRNOG00000026501	Slc6a19	0
1	32351800	32366199	1	32321080	32366383	ENSRNOG00000017302	Slc6a3	0
1	32428400	32437399	1	32378932	32432317	ENSRNOG00000017930	Lpcat1	0
1	32439600	32448599	1	32451413	32477111	ENSRNOG00000053180	AABR07001003.1	2815
1	32452600	32454599	1	32451413	32477111	ENSRNOG00000053180	AABR07001003.1	0
1	32455400	32466799	1	32451413	32477111	ENSRNOG00000053180	AABR07001003.1	0
1	32513600	32518399	1	32451413	32477111	ENSRNOG00000053180	AABR07001003.1	36490
1	32528200	32535199	1	32569796	32572989	ENSRNOG00000047971	LOC100910528	34598
1	32538600	32546799	1	32569796	32572989	ENSRNOG00000047971	LOC100910528	22998
1	32611200	32650199	1	32634296	32646171	ENSRNOG00000012720	Irx4	0
1	32848000	32851199	1	32658851	32662721	ENSRNOG00000060323	AABR07001006.1	185280
1	32936600	32962999	1	33061381	33071046	ENSRNOG00000057164	AABR07001010.1	98383
1	33131800	33133199	1	33061381	33071046	ENSRNOG00000057164	AABR07001010.1	60755
1	33147800	33153199	1	33061381	33071046	ENSRNOG00000057164	AABR07001010.1	76755
1	33177400	33190199	1	33271477	33277940	ENSRNOG00000012742	Irx2	81279
1	33219800	33229599	1	33271477	33277940	ENSRNOG00000012742	Irx2	41879
1	33252800	33285199	1	33271477	33277940	ENSRNOG00000012742	Irx2	0
1	33378200	33382799	1	33271477	33277940	ENSRNOG00000012742	Irx2	100261
1	33422800	33428799	1	33271477	33277940	ENSRNOG00000012742	Irx2	144861
1	33435600	33440399	1	33271477	33277940	ENSRNOG00000012742	Irx2	157661
1	33510400	33536399	1	33717304	33723103	ENSRNOG00000058487	AABR07001018.5	180906
1	33585800	33612399	1	33717304	33723103	ENSRNOG00000058487	AABR07001018.5	104906
1	33613000	33619799	1	33717304	33723103	ENSRNOG00000058487	AABR07001018.5	97506
1	33662000	33665799	1	33717304	33723103	ENSRNOG00000058487	AABR07001018.5	51506
1	33699400	33701199	1	33717304	33723103	ENSRNOG00000058487	AABR07001018.5	16106
1	33739800	33743399	1	33719020	33741896	ENSRNOG00000055826	AABR07001018.3	0
1	33783600	33785399	1	33792403	33797799	ENSRNOG00000053323	AABR07001018.1	7005
1	33794800	33796199	1	33792403	33797799	ENSRNOG00000053323	AABR07001018.1	0
1	33804800	33806599	1	33802475	33811364	ENSRNOG00000056842	AABR07001018.4	0
1	33831400	33834599	1	33802475	33811364	ENSRNOG00000056842	AABR07001018.4	20037
1	33900200	33926199	1	33908512	33917241	ENSRNOG00000033609	Irx1	0
1	34016800	34017799	1	34010956	34015848	ENSRNOG00000054169	AABR07001019.1	953
1	34026200	34029799	1	34010956	34015848	ENSRNOG00000054169	AABR07001019.1	10353
1	34072200	34075199	1	34010956	34015848	ENSRNOG00000054169	AABR07001019.1	56353
1	34083800	34085599	1	34010956	34015848	ENSRNOG00000054169	AABR07001019.1	67953
1	34426800	34427599	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	152481
1	34483400	34484599	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	209081
1	34512800	34514799	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	238481
1	34563200	34564199	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	288881
1	34575400	34578799	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	301081
1	34601000	34602199	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	326681
1	34629200	34630599	1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	354881
1	34690600	34694399	1	35026541	35029771	ENSRNOG00000057721	AABR07001035.1	332143
1	34695000	34697399	1	35026541	35029771	ENSRNOG00000057721	AABR07001035.1	329143
1	34843800	34845599	1	35026541	35029771	ENSRNOG00000057721	AABR07001035.1	180943
1	34909400	34911199	1	35026541	35029771	ENSRNOG00000057721	AABR07001035.1	115343
1	34928000	34930599	1	35026541	35029771	ENSRNOG00000057721	AABR07001035.1	95943
1	35055000	35057399	1	35065090	35199439	ENSRNOG00000016812	Adamts16	7692
1	35075600	35078199	1	35065090	35199439	ENSRNOG00000016812	Adamts16	0
1	35096600	35097799	1	35065090	35199439	ENSRNOG00000016812	Adamts16	0
1	35102200	35104799	1	35065090	35199439	ENSRNOG00000016812	Adamts16	0
1	35138000	35140399	1	35065090	35199439	ENSRNOG00000016812	Adamts16	0
1	35154400	35155599	1	35065090	35199439	ENSRNOG00000016812	Adamts16	0
1	35185600	35186199	1	35065090	35199439	ENSRNOG00000016812	Adamts16	0
1	35206800	35211199	1	35151138	35159557	ENSRNOG00000047117	AABR07001037.1	47244
1	35497600	35498599	1	35523839	35527533	ENSRNOG00000049434	AABR07001048.1	25241
1	35535200	35536399	1	35523839	35527533	ENSRNOG00000049434	AABR07001048.1	7668
1	35607600	35609599	1	35523839	35527533	ENSRNOG00000049434	AABR07001048.1	80068
1	35637800	35639199	1	35523839	35527533	ENSRNOG00000049434	AABR07001048.1	110268
1	35663000	35667199	1	35751971	35754997	ENSRNOG00000052375	SNORA17	84773
1	35679800	35680599	1	35751971	35754997	ENSRNOG00000052375	SNORA17	71373
1	35683600	35684599	1	35751971	35754997	ENSRNOG00000052375	SNORA17	67373
1	35709400	35711999	1	35751971	35754997	ENSRNOG00000052375	SNORA17	39973
1	35715200	35716799	1	35751971	35754997	ENSRNOG00000052375	SNORA17	35173
1	35741400	35744199	1	35751971	35754997	ENSRNOG00000052375	SNORA17	7773
1	35768800	35773999	1	35751971	35754997	ENSRNOG00000052375	SNORA17	13804
1	35797200	35799199	1	35751971	35754997	ENSRNOG00000052375	SNORA17	42204
1	35805600	35808199	1	35751971	35754997	ENSRNOG00000052375	SNORA17	50604
1	35891200	35897199	1	35883194	35888726	ENSRNOG00000055337	AABR07001054.1	2475
1	35920200	35921999	1	35922188	35998936	ENSRNOG00000057357	AABR07001054.2	190
1	35929600	35931399	1	35922188	35998936	ENSRNOG00000057357	AABR07001054.2	0
1	35950600	35956599	1	35922188	35998936	ENSRNOG00000057357	AABR07001054.2	0
1	35980000	35984399	1	35922188	35998936	ENSRNOG00000057357	AABR07001054.2	0
1	36034000	36034599	1	35922188	35998936	ENSRNOG00000057357	AABR07001054.2	35065
1	36085400	36086399	1	36106732	36115393	ENSRNOG00000017150	Med10	20334
1	36099400	36101799	1	36106732	36115393	ENSRNOG00000017150	Med10	4934
1	36197400	36199999	1	36183516	36226776	ENSRNOG00000034075	Ube2ql1	0
1	36202200	36204399	1	36183516	36226776	ENSRNOG00000034075	Ube2ql1	0
1	36438800	36440399	1	36398043	36433738	ENSRNOG00000017613	Papd7	5063
1	36553000	36558399	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	28473
1	36566000	36577999	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	8873
1	36594000	36595399	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	0
1	36608200	36609399	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	0
1	36649200	36650599	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	0
1	36661000	36661999	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	0
1	36684400	36686399	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	51
1	36721600	36724399	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	37251
1	36768400	36770199	1	36586871	36684350	ENSRNOG00000055880	AABR07001061.1	84051
1	36831200	36832999	1	36953996	36959700	ENSRNOG00000017678	AABR07001064.1	120998
1	36895200	36895999	1	36953996	36959700	ENSRNOG00000017678	AABR07001064.1	57998
1	36929200	36929999	1	36953996	36959700	ENSRNOG00000017678	AABR07001064.1	23998
1	36930800	36932199	1	36953996	36959700	ENSRNOG00000017678	AABR07001064.1	21798
1	36952200	36956999	1	36953996	36959700	ENSRNOG00000017678	AABR07001064.1	0
1	36965200	36968599	1	36953996	36959700	ENSRNOG00000017678	AABR07001064.1	5501
1	37041400	37045999	1	37057012	37163089	ENSRNOG00000058077	AABR07001068.1	11014
1	37702000	37703399	1	37701541	37728551	ENSRNOG00000047406	RGD1308544	0
